Athlete,Year,Event,Event Type,Final/Heat,Country,Age,gender,Rank,Lane,100m,100m CT,RT
Category_5,31,Category_9,World Championships,SF,Category_2,25.004,m,15.149,6.725,29.62,Category_5,0.707
Category_5,20,Category_6,Series,H,Category_4,26.36,m,39.013,3.773,26.777,Category_1,0.67
Category_4,33,Category_2,Series,H,Category_6,24.621,m,35.14,4.315,26.725,Category_6,0.635
Category_6,19,Category_1,25m,F,Category_5,24.878,m,21.5,2.352,29.34,Category_7,0.662
Category_3,27,Category_1,Junior,H,Category_1,27.256,m,57.696,4.016,26.837,Category_2,0.579
Category_9,20,Category_9,25m,SF,Category_1,12.988,m,32.462,6.166,24.189,Category_3,0.689
Category_5,28,Category_4,World Cup,F,Category_6,15.353,m,3.578,3.125,24.491,Category_9,0.605
Category_3,28,Category_5,Youth Olympic,SF,Category_3,17.522,m,53.171,4.863,24.511,Category_8,0.686
Category_1,30,Category_3,Junior,H,Category_3,20.85,m,-0.679,11.048,24.182,Category_4,0.643
Category_6,24,Category_4,Junior,SF,Category_7,20.837,m,-22.572,2.362,31.201,Category_8,0.67
Category_2,34,Category_8,Youth Olympic,SF,Category_1,20.901,m,35.288,5.593,24.502,Category_8,0.637
Category_3,19,Category_4,Junior,H,Category_1,23.873,m,3.005,2.227,26.751,Category_6,0.632
Category_1,29,Category_9,Youth Olympic,H,Category_3,12.486,m,37.636,1.113,26.961,Category_1,0.697
Category_9,27,Category_9,Junior,F,Category_8,19.84,m,55.921,6.744,26.456,Category_2,0.636
Category_8,28,Category_6,Series,F,Category_1,21.52,m,60.738,3.772,25.14,Category_4,0.624
Category_2,33,Category_2,Olympic,F,Category_4,19.074,m,46.79,8.716,27.835,Category_4,0.617
Category_8,34,Category_7,Olympic,H,Category_9,21.204,m,-5.458,6.174,23.517,Category_2,0.703
Category_9,20,Category_9,25m,SF,Category_4,24.651,m,11.901,2.838,24.516,Category_9,0.614
Category_1,33,Category_6,Series,SF,Category_8,20.679,m,32.688,2.613,29.289,Category_2,0.665
Category_5,23,Category_3,Junior,F,Category_7,29.267,m,32.965,6.55,24.447,Category_6,0.764
Category_8,29,Category_7,World Championships,F,Category_3,24.356,m,5.548,2.179,29.673,Category_5,0.634
Category_2,28,Category_5,Youth Olympic,H,Category_7,21.522,m,19.285,2.11,29.859,Category_4,0.629
Category_4,32,Category_1,Series,SF,Category_7,22.505,m,55.749,0.537,29.902,Category_6,0.713
Category_7,32,Category_3,Junior,F,Category_3,23.497,m,46.965,6.311,28.683,Category_4,0.611
Category_3,33,Category_5,Olympic,H,Category_2,27.395,m,23.696,2.779,23.832,Category_9,0.713
Category_5,27,Category_7,Olympic,F,Category_9,25.28,m,62.031,5.661,23.485,Category_7,0.647
Category_8,29,Category_3,Youth Olympic,H,Category_1,22.549,m,-5.47,1.565,24.399,Category_3,0.705
Category_3,30,Category_6,World Championships,SF,Category_7,17.406,m,56.088,0.737,24.764,Category_4,0.684
Category_4,21,Category_5,Junior,H,Category_4,22.138,m,52.146,6.548,24.005,Category_1,0.69
Category_9,24,Category_1,Junior,F,Category_2,22.817,m,53.925,4.384,25.349,Category_6,0.645
Category_7,19,Category_6,World Championships,F,Category_2,23.64,m,41.026,3.103,28.521,Category_2,0.647
Category_1,32,Category_8,World Championships,SF,Category_8,17.384,m,13.818,3.576,28.262,Category_4,0.641
Category_4,25,Category_1,World Championships,SF,Category_7,23.475,m,49.493,3.584,27.487,Category_5,0.724
Category_4,24,Category_2,Olympic,F,Category_7,23.733,m,20.626,9.788,26.373,Category_8,0.665
Category_9,32,Category_4,Youth Olympic,F,Category_5,15.415,m,38.413,5.429,26.693,Category_3,0.752
Category_6,31,Category_2,Series,F,Category_8,15.45,m,11.679,5.117,27.498,Category_6,0.675
Category_9,25,Category_9,World Championships,SF,Category_2,25.047,m,22.652,2.917,25.809,Category_1,0.656
Category_6,29,Category_8,Youth Olympic,F,Category_2,16.883,m,28.429,6.714,28.974,Category_9,0.655
Category_6,30,Category_8,25m,SF,Category_5,26.784,m,43.985,1.935,23.973,Category_1,0.633
Category_5,28,Category_4,Junior,F,Category_1,19.267,m,48.782,6.053,25.147,Category_2,0.675
Category_5,34,Category_5,Junior,H,Category_6,22.014,m,81.113,6.066,24.822,Category_1,0.661
Category_2,34,Category_4,World Cup,H,Category_4,21.813,m,36.777,7.282,27.84,Category_8,0.637
Category_8,21,Category_9,25m,F,Category_6,17.465,m,5.381,-0.077,24.223,Category_4,0.662
Category_8,25,Category_2,Series,H,Category_7,26.174,m,55.451,7.553,24.841,Category_2,0.642
Category_1,22,Category_8,World Championships,SF,Category_3,19.271,m,42.206,5.646,27.767,Category_7,0.677
Category_8,33,Category_2,World Championships,H,Category_8,20.664,m,27.079,2.915,24.946,Category_8,0.697
Category_5,21,Category_1,Series,H,Category_7,12.22,m,21.06,-0.547,28.67,Category_9,0.636
Category_2,32,Category_3,Olympic,SF,Category_1,14.892,m,14.821,3.773,28.619,Category_5,0.644
Category_2,29,Category_9,25m,H,Category_6,25.085,m,13.869,5.235,25.668,Category_3,0.624
Category_6,22,Category_3,World Championships,H,Category_7,20.398,m,-2.432,1.028,27.12,Category_1,0.715
Category_9,33,Category_9,World Cup,F,Category_4,17.998,m,60.194,2.677,31.335,Category_8,0.585
Category_1,31,Category_7,Youth Olympic,SF,Category_2,18.065,m,44.989,1.661,28.744,Category_6,0.635
Category_6,27,Category_1,Junior,SF,Category_9,22.691,m,35.199,3.703,27.92,Category_5,0.696
Category_9,24,Category_5,25m,F,Category_7,25.636,m,14.749,2.092,30.227,Category_7,0.636
Category_8,30,Category_9,Junior,F,Category_1,18.097,m,63.742,10.123,24.739,Category_5,0.635
Category_6,22,Category_3,Youth Olympic,H,Category_8,24.956,m,-8.167,6.903,29.582,Category_4,0.695
Category_3,20,Category_9,25m,H,Category_3,19.759,m,28.78,2.05,27.617,Category_5,0.563
Category_8,32,Category_5,Youth Olympic,H,Category_4,22.493,m,60.67,2.409,30.021,Category_7,0.666
Category_9,21,Category_9,World Championships,F,Category_5,13.077,m,-24.554,1.125,25.702,Category_6,0.64
Category_1,32,Category_6,Series,SF,Category_1,13.786,m,37.576,4.404,29.88,Category_9,0.641
Category_9,31,Category_9,World Championships,H,Category_6,23.814,m,13.62,9.149,23.04,Category_2,0.712
Category_6,30,Category_7,Series,F,Category_6,21.559,m,36.004,7.725,26.021,Category_7,0.664
Category_6,27,Category_7,World Championships,SF,Category_2,22.091,m,21.805,5.262,27.436,Category_1,0.613
Category_4,22,Category_8,Youth Olympic,F,Category_6,15.958,m,49.541,4.049,28.275,Category_8,0.598
Category_1,23,Category_7,Youth Olympic,H,Category_8,18.674,m,67.844,6.133,22.274,Category_4,0.662
Category_8,21,Category_9,Youth Olympic,F,Category_6,13.502,m,104.537,5.464,24.124,Category_8,0.603
Category_2,19,Category_9,Junior,F,Category_4,16.915,m,29.284,5.841,24.477,Category_8,0.719
Category_1,33,Category_6,Youth Olympic,F,Category_4,20.327,m,53.675,5.261,24.8,Category_4,0.615
Category_2,22,Category_7,World Championships,F,Category_9,21.778,m,42.335,5.871,25.204,Category_4,0.664
Category_1,21,Category_2,World Cup,SF,Category_6,17.471,m,44.453,1.273,27.201,Category_5,0.577
Category_1,30,Category_9,Youth Olympic,H,Category_8,22.706,m,74.813,4.478,30.062,Category_7,0.579
Category_9,19,Category_1,World Cup,SF,Category_8,20.263,m,12.931,5.35,26.023,Category_6,0.655
Category_1,30,Category_1,Series,F,Category_7,19.486,m,22.268,3.702,30.214,Category_1,0.808
Category_4,28,Category_3,World Championships,F,Category_3,20.767,m,27.506,1.699,27.027,Category_6,0.639
Category_6,21,Category_6,Youth Olympic,H,Category_1,29.109,m,4.318,4.787,26.374,Category_3,0.695
Category_7,32,Category_5,Junior,H,Category_5,19.755,m,32.491,14.997,29.122,Category_9,0.642
Category_2,21,Category_2,Junior,SF,Category_2,24.361,m,51.383,2.746,26.501,Category_3,0.71
Category_6,26,Category_9,Series,SF,Category_2,22.682,m,56.265,4.424,25.135,Category_9,0.66
Category_7,24,Category_4,World Cup,H,Category_7,19.394,m,27.266,7.883,29.735,Category_5,0.609
Category_2,23,Category_4,Olympic,SF,Category_3,14.007,m,65.251,9.144,26.758,Category_8,0.653
Category_2,23,Category_5,Junior,F,Category_8,17.826,m,-26.879,3.337,30.749,Category_9,0.585
Category_7,32,Category_8,Junior,F,Category_9,20.737,m,99.153,7.152,26.067,Category_9,0.625
Category_1,32,Category_4,Junior,H,Category_8,19.988,m,48.784,6.724,23.937,Category_7,0.682
Category_8,26,Category_5,World Championships,SF,Category_6,25.786,m,20.201,3.527,25.163,Category_1,0.635
Category_3,21,Category_4,Junior,F,Category_5,17.386,m,45.772,6.315,25.378,Category_8,0.645
Category_6,22,Category_6,25m,H,Category_3,19.814,m,28.156,4.348,26.633,Category_7,0.707
Category_9,28,Category_3,Youth Olympic,SF,Category_3,22.64,m,-27.321,3.23,25.109,Category_4,0.642
Category_6,22,Category_8,Series,F,Category_7,19.27,m,33.877,9.011,24.108,Category_6,0.687
Category_9,21,Category_6,Junior,SF,Category_5,24.45,m,58.647,6.375,26.137,Category_2,0.638
Category_7,29,Category_5,Olympic,SF,Category_6,15.921,m,60.145,0.63,27.041,Category_4,0.706
Category_9,19,Category_2,Olympic,SF,Category_6,14.133,m,39.744,4.46,27.74,Category_8,0.723
Category_2,30,Category_7,Junior,H,Category_9,19.236,m,59.972,3.494,26.805,Category_4,0.576
Category_8,27,Category_2,Junior,F,Category_1,20.127,m,45.008,4.255,29.822,Category_4,0.62
Category_8,26,Category_1,25m,H,Category_8,21.324,m,38.909,6.046,26.976,Category_4,0.654
Category_2,27,Category_7,Junior,F,Category_5,20.994,m,12.794,5.498,22.077,Category_9,0.634
Category_4,24,Category_5,Junior,F,Category_6,18.731,m,22.586,8.309,27.388,Category_2,0.703
Category_7,21,Category_1,Youth Olympic,H,Category_6,14.182,m,25.188,7.786,26.858,Category_7,0.674
Category_4,27,Category_4,Olympic,H,Category_1,19.93,m,40.712,1.783,28.446,Category_3,0.622
Category_4,20,Category_4,25m,F,Category_3,16.121,m,55.542,4.532,24.399,Category_4,0.728
Category_6,19,Category_7,Olympic,F,Category_6,20.713,m,14.93,-0.024,29.157,Category_1,0.727
Category_6,27,Category_9,25m,F,Category_9,15.837,m,-7.34,2.318,27.424,Category_3,0.605
Category_3,19,Category_2,Olympic,SF,Category_6,21.99,m,73.781,-0.39,27.137,Category_2,0.637
Category_9,19,Category_1,Junior,F,Category_6,27.322,m,4.783,0.91,28.889,Category_7,0.702
Category_2,34,Category_2,Olympic,H,Category_1,17.417,m,46.574,8.225,29.371,Category_6,0.706
Category_6,33,Category_7,Olympic,H,Category_9,15.187,m,39.786,6.629,29.159,Category_1,0.727
Category_7,33,Category_6,25m,H,Category_4,25.157,m,22.668,6.295,21.724,Category_8,0.775
Category_9,31,Category_4,Series,F,Category_2,27.732,m,49.936,7.671,23.738,Category_9,0.683
Category_3,24,Category_1,World Cup,F,Category_1,15.267,m,-2.065,6.284,25.882,Category_1,0.722
Category_3,28,Category_1,25m,SF,Category_3,20.042,m,79.252,4.565,24.248,Category_5,0.784
Category_7,18,Category_5,25m,SF,Category_3,22.435,m,108.019,3.322,25.324,Category_7,0.664
Category_4,28,Category_1,25m,H,Category_5,19.344,m,67.797,8.953,26.73,Category_2,0.629
Category_8,21,Category_7,World Championships,SF,Category_1,13.173,m,9.325,7.994,25.816,Category_6,0.676
Category_7,24,Category_1,Series,SF,Category_7,14.74,m,-34.096,4.234,26.789,Category_8,0.736
Category_5,32,Category_1,World Championships,H,Category_1,15.175,m,46.209,6.657,29.808,Category_8,0.746
Category_7,29,Category_2,World Championships,F,Category_4,16.117,m,-4.521,-2.104,30.727,Category_8,0.671
Category_3,34,Category_3,25m,SF,Category_6,20.781,m,20.696,6.781,27.656,Category_6,0.657
Category_2,18,Category_1,World Cup,F,Category_1,24.963,m,76.16,3.54,29.754,Category_6,0.607
Category_6,28,Category_9,25m,H,Category_7,14.804,m,79.05,11.459,25.971,Category_3,0.668
Category_2,18,Category_8,Junior,H,Category_7,17.169,m,82.143,7.61,25.478,Category_2,0.612
Category_3,32,Category_5,World Cup,SF,Category_3,15.828,m,35.352,-0.087,26.678,Category_5,0.621
Category_6,27,Category_2,World Championships,H,Category_4,21.615,m,58.22,3.021,26.16,Category_9,0.675
Category_5,24,Category_5,Olympic,H,Category_6,17.02,m,-24.52,4.924,28.316,Category_4,0.607
Category_8,19,Category_6,Olympic,H,Category_7,16.239,m,-10.416,4.67,26.873,Category_5,0.68
Category_9,27,Category_1,Series,SF,Category_4,13.813,m,24.276,4.559,30.134,Category_6,0.707
Category_3,21,Category_4,Youth Olympic,SF,Category_9,26.047,m,56.635,7.201,27.102,Category_6,0.617
Category_3,29,Category_9,Series,SF,Category_9,29.481,m,20.317,3.442,25.299,Category_4,0.638
Category_3,28,Category_2,World Cup,H,Category_9,20.769,m,55.528,4.596,25.81,Category_4,0.6
Category_6,25,Category_5,World Championships,F,Category_6,26.568,m,-0.515,8.535,25.545,Category_8,0.691
Category_1,28,Category_1,World Cup,H,Category_2,18.075,m,35.456,8.575,28.437,Category_5,0.598
Category_7,28,Category_4,World Cup,SF,Category_2,20.417,m,48.286,7.184,26.612,Category_5,0.696
Category_1,30,Category_4,Olympic,F,Category_4,23.116,m,54.232,3.912,27.1,Category_9,0.677
Category_5,20,Category_6,25m,F,Category_9,17.311,m,19.596,3.031,27.754,Category_4,0.761
Category_8,29,Category_9,Junior,SF,Category_3,19.761,m,33.354,4.673,28.018,Category_7,0.739
Category_4,20,Category_3,Youth Olympic,F,Category_6,19.251,m,-11.608,4.845,29.15,Category_5,0.611
Category_5,27,Category_9,World Championships,F,Category_2,22.232,m,29.522,4.687,27.575,Category_9,0.746
Category_4,34,Category_6,World Cup,SF,Category_1,20.678,m,63.522,6.145,24.748,Category_8,0.64
Category_4,19,Category_7,Youth Olympic,F,Category_5,17.411,m,25.001,5.663,25.78,Category_8,0.628
Category_8,34,Category_2,World Cup,F,Category_8,19.176,m,11.105,5.56,25.778,Category_3,0.642
Category_2,33,Category_6,Olympic,SF,Category_2,25.034,m,54.92,3.624,25.254,Category_9,0.652
Category_1,19,Category_6,Junior,F,Category_9,22.692,m,98.002,1.82,29.106,Category_8,0.761
Category_3,23,Category_2,Olympic,F,Category_8,22.332,m,94.795,6.486,26.518,Category_3,0.538
Category_9,27,Category_2,Youth Olympic,F,Category_3,29.756,m,40.022,4.924,27.231,Category_1,0.748
Category_4,27,Category_2,World Championships,F,Category_1,15.742,m,54.607,5.782,27.571,Category_5,0.702
Category_5,25,Category_1,World Cup,SF,Category_4,23.358,m,79.478,5.851,27.298,Category_4,0.672
Category_2,18,Category_5,Junior,H,Category_8,20.648,m,39.446,-0.221,27.518,Category_8,0.638
Category_4,30,Category_8,Olympic,H,Category_3,21.844,m,45.749,9.017,32.095,Category_6,0.66
Category_2,26,Category_2,Youth Olympic,F,Category_2,21.175,m,23.28,3.382,28.317,Category_5,0.703
Category_2,27,Category_5,Olympic,SF,Category_7,17.519,m,100.373,8.161,24.833,Category_9,0.708
Category_4,32,Category_8,World Cup,SF,Category_4,16.138,m,53.124,5.821,27.532,Category_6,0.627
Category_6,22,Category_5,World Cup,F,Category_6,20.42,m,24.876,2.116,27.072,Category_3,0.699
Category_7,33,Category_2,World Championships,H,Category_5,17.185,m,16.05,3.03,23.811,Category_6,0.638
Category_3,30,Category_3,Junior,F,Category_2,18.892,m,-20.674,3.076,21.64,Category_4,0.657
Category_3,28,Category_6,25m,SF,Category_2,23.724,m,-12.747,3.218,27.151,Category_5,0.723
Category_6,26,Category_5,Olympic,SF,Category_9,15.345,m,11.729,0.414,26.231,Category_6,0.7
Category_3,33,Category_4,World Cup,H,Category_2,19.628,m,59.128,2.807,24.335,Category_9,0.592
Category_2,19,Category_4,Youth Olympic,SF,Category_8,24.784,m,41.876,7.159,25.661,Category_3,0.671
Category_8,19,Category_5,Olympic,SF,Category_8,18.323,m,-3.416,7.411,26.276,Category_1,0.683
Category_5,29,Category_2,World Championships,SF,Category_1,26.501,m,5.989,3.108,25.57,Category_2,0.671
Category_1,25,Category_9,World Championships,H,Category_1,14.004,m,40.6,0.159,27.434,Category_8,0.552
Category_3,26,Category_2,World Cup,SF,Category_4,27.949,m,80.476,6.329,27.224,Category_4,0.604
Category_8,29,Category_2,World Cup,F,Category_2,20.496,m,0.963,2.116,28.584,Category_7,0.585
Category_4,26,Category_9,World Cup,H,Category_1,14.924,m,45.681,2.308,29.366,Category_2,0.636
Category_7,27,Category_3,Series,F,Category_9,23.869,m,19.772,4.077,28.247,Category_8,0.671
Category_2,19,Category_7,25m,F,Category_3,22.204,m,20.603,3.847,25.354,Category_9,0.641
Category_7,33,Category_4,World Cup,H,Category_1,26.14,m,-1.085,2.828,27.209,Category_7,0.637
Category_5,24,Category_6,Olympic,F,Category_2,14.065,m,50.481,3.051,23.339,Category_1,0.586
Category_5,19,Category_4,Olympic,H,Category_8,15.886,m,18.601,3.537,25.805,Category_2,0.608
Category_6,18,Category_7,Series,F,Category_5,23.607,m,22.462,3.015,21.299,Category_9,0.622
Category_9,21,Category_1,Series,H,Category_7,30.97,m,60.733,3.17,26.072,Category_7,0.704
Category_6,19,Category_3,Junior,SF,Category_6,22.801,m,62.228,4.021,25.673,Category_3,0.684
Category_8,31,Category_3,Youth Olympic,SF,Category_1,23.442,m,11.624,5.645,28.349,Category_5,0.7
Category_7,19,Category_1,World Cup,F,Category_6,17.271,m,41.04,5.388,24.731,Category_1,0.685
Category_9,32,Category_6,Olympic,SF,Category_7,19.669,m,58.496,3.438,27.215,Category_3,0.701
Category_4,29,Category_9,Series,H,Category_4,17.856,m,27.277,3.994,26.016,Category_4,0.603
Category_2,22,Category_8,Olympic,F,Category_8,22.5,m,51.739,8.088,25.914,Category_4,0.724
Category_7,24,Category_7,Olympic,SF,Category_8,24.267,m,23.406,7.206,25.164,Category_7,0.711
Category_6,27,Category_8,Series,SF,Category_7,21.19,m,22.616,6.126,27.497,Category_5,0.648
Category_1,31,Category_6,25m,F,Category_2,23.712,m,5.827,0.409,26.49,Category_9,0.708
Category_9,31,Category_9,Series,SF,Category_6,20.302,m,81.58,5.038,24.753,Category_7,0.719
Category_9,22,Category_3,Series,SF,Category_6,25.902,m,18.656,3.11,27.129,Category_2,0.662
Category_2,31,Category_9,Youth Olympic,F,Category_7,16.856,m,9.579,2.417,27.51,Category_8,0.689
Category_3,19,Category_4,Series,SF,Category_6,26.28,m,2.584,3.888,30.175,Category_2,0.641
Category_5,29,Category_7,World Championships,SF,Category_2,17.458,m,34.954,7.355,25.574,Category_7,0.724
Category_5,23,Category_9,Series,SF,Category_8,20.489,m,3.398,6.964,25.996,Category_5,0.644
Category_1,21,Category_2,Olympic,SF,Category_4,15.48,m,12.119,3.248,24.024,Category_6,0.679
Category_8,30,Category_2,World Cup,F,Category_9,22.515,m,55.422,4.983,25.865,Category_4,0.663
Category_8,21,Category_9,Olympic,H,Category_8,20.965,m,45.388,3.735,24.528,Category_5,0.638
Category_4,31,Category_3,Youth Olympic,H,Category_3,23.477,m,-6.009,4.183,29.25,Category_5,0.588
Category_7,33,Category_9,World Championships,SF,Category_3,13.247,m,53.298,7.233,27.963,Category_7,0.704
Category_3,21,Category_5,Series,SF,Category_8,20.975,m,33.472,4.619,24.492,Category_4,0.663
Category_6,18,Category_6,25m,H,Category_2,22.091,m,65.111,0.444,24.71,Category_5,0.747
Category_9,30,Category_2,Junior,SF,Category_9,16.331,m,73.157,5.116,25.637,Category_4,0.719
Category_1,21,Category_8,Series,H,Category_4,22.627,m,-13.554,9.251,29.674,Category_4,0.718
Category_5,23,Category_9,World Cup,F,Category_6,10.916,m,54.439,3.049,25.51,Category_8,0.697
Category_4,20,Category_2,Junior,F,Category_3,19.893,m,79.369,8.591,26.459,Category_5,0.698
Category_8,30,Category_6,25m,F,Category_3,26.266,m,38.539,6.296,30.187,Category_9,0.671
Category_1,33,Category_6,Youth Olympic,F,Category_3,19.857,m,52.25,7.673,27.748,Category_5,0.701
Category_9,22,Category_8,Youth Olympic,F,Category_2,17.446,m,38.978,6.932,23.682,Category_8,0.644
Category_6,21,Category_5,25m,F,Category_8,20.154,m,60.592,5.213,22.846,Category_3,0.555
Category_4,25,Category_9,Olympic,H,Category_9,20.831,m,43.519,3.263,27.047,Category_7,0.696
Category_9,31,Category_1,25m,SF,Category_8,24.13,m,-25.406,5.207,31.863,Category_1,0.697
Category_5,24,Category_9,Series,H,Category_3,20.959,m,29.061,5.349,29.799,Category_5,0.605
Category_5,31,Category_7,World Cup,F,Category_7,23.574,m,27.21,7.169,27.663,Category_2,0.687
Category_5,23,Category_4,World Championships,SF,Category_2,20.802,m,52.982,-0.773,28.555,Category_8,0.687
Category_1,29,Category_3,Series,SF,Category_4,17.321,m,66.248,1.25,28.719,Category_6,0.713
Category_1,33,Category_6,Series,F,Category_6,14.621,m,26.01,5.357,23.273,Category_5,0.66
Category_8,34,Category_1,Series,F,Category_5,21.959,m,-2.559,5.594,27.295,Category_3,0.596
Category_8,30,Category_3,Junior,F,Category_9,10.196,m,41.306,2.637,29.707,Category_1,0.643
Category_6,31,Category_2,Junior,F,Category_4,13.117,m,10.303,5.655,31.404,Category_8,0.643
Category_4,24,Category_9,Youth Olympic,F,Category_5,14.636,m,15.17,6.446,27.945,Category_5,0.659
Category_2,31,Category_3,Series,F,Category_4,23.378,m,100.777,4.295,23.877,Category_9,0.67
Category_2,32,Category_2,Olympic,SF,Category_8,14.257,m,13.117,8.298,28.088,Category_7,0.654
Category_9,29,Category_4,Youth Olympic,F,Category_8,22.366,m,-12.299,8.758,28.052,Category_1,0.682
Category_5,34,Category_2,World Cup,F,Category_3,16.151,m,49.825,5.075,28.738,Category_1,0.615
Category_4,26,Category_1,25m,SF,Category_1,19.815,m,52.789,6.847,27.728,Category_7,0.681
Category_1,32,Category_6,Junior,H,Category_6,20.162,m,57.703,0.594,30.9,Category_7,0.63
Category_7,29,Category_8,Series,F,Category_2,19.753,m,56.594,7.42,27.256,Category_9,0.655
Category_3,19,Category_2,World Cup,SF,Category_2,17.745,m,36.704,8.387,26.971,Category_2,0.582
Category_6,22,Category_9,Youth Olympic,SF,Category_3,13.94,m,37.005,2.272,26.269,Category_7,0.707
Category_5,30,Category_3,Youth Olympic,H,Category_8,20.532,m,59.45,6.294,27.054,Category_2,0.651
Category_5,25,Category_8,Junior,F,Category_3,22.729,m,78.617,0.157,27.451,Category_2,0.68
Category_5,31,Category_8,Youth Olympic,F,Category_7,23.232,m,-3.586,2.835,27.108,Category_5,0.628
Category_1,32,Category_3,Olympic,F,Category_9,20.76,m,15.106,3.492,28.549,Category_9,0.639
Category_1,28,Category_3,Youth Olympic,SF,Category_8,21.487,m,50.522,1.14,22.32,Category_9,0.621
Category_3,18,Category_6,World Championships,F,Category_1,17.231,m,39.835,4.188,26.544,Category_1,0.672
Category_4,20,Category_1,25m,F,Category_7,22.281,m,-18.765,4.025,27.971,Category_7,0.69
Category_5,34,Category_4,Youth Olympic,F,Category_7,22.129,m,16.109,6.294,27.456,Category_3,0.62
Category_2,31,Category_1,World Championships,F,Category_8,19.189,m,41.204,1.043,24.062,Category_1,0.671
Category_8,25,Category_3,World Cup,H,Category_5,20.62,m,32.894,6.311,27.998,Category_2,0.653
Category_2,30,Category_9,Youth Olympic,H,Category_9,20.31,m,22.25,2.829,26.949,Category_6,0.673
Category_9,20,Category_5,Olympic,H,Category_9,22.31,m,99.688,1.623,28.509,Category_2,0.624
Category_2,22,Category_5,World Cup,F,Category_8,14.033,m,31.82,4.29,28.099,Category_2,0.685
Category_9,26,Category_4,Series,F,Category_6,13.951,m,39.152,6.63,27.55,Category_4,0.652
Category_7,23,Category_3,Youth Olympic,SF,Category_6,14.166,m,36.342,3.581,26.849,Category_3,0.658
Category_8,19,Category_5,Junior,SF,Category_1,18.581,m,38.597,6.041,27.466,Category_8,0.769
Category_2,30,Category_4,World Championships,SF,Category_6,22.305,m,33.614,5.462,27.47,Category_8,0.585
Category_7,22,Category_8,World Championships,F,Category_4,11.128,m,-27.125,12.5,29.738,Category_6,0.689
Category_6,25,Category_4,Junior,H,Category_4,20.81,m,4.164,4.004,33.366,Category_4,0.684
Category_4,18,Category_8,25m,H,Category_2,25.361,m,23.513,4.364,24.498,Category_7,0.693
Category_7,29,Category_6,Series,H,Category_4,21.551,m,55.816,7.505,21.058,Category_9,0.691
Category_4,28,Category_5,Olympic,F,Category_5,12.068,m,23.959,4.647,25.69,Category_2,0.673
Category_2,24,Category_4,World Championships,H,Category_5,22.577,m,8.715,5.393,24.788,Category_6,0.683
Category_7,32,Category_4,World Cup,SF,Category_5,21.424,m,59.587,0.445,28.677,Category_7,0.785
Category_8,28,Category_4,Olympic,SF,Category_4,19.003,m,71.24,4.474,30.097,Category_1,0.657
Category_2,33,Category_9,World Championships,H,Category_1,21.173,m,-11.378,3.037,28.621,Category_6,0.656
Category_5,20,Category_4,Series,SF,Category_8,14.645,m,35.31,3.593,26.156,Category_8,0.617
Category_1,31,Category_9,25m,H,Category_3,20.632,m,-43.965,5.407,28.439,Category_7,0.627
Category_7,20,Category_6,Series,H,Category_2,22.401,m,23.611,4.639,29.492,Category_2,0.674
Category_8,18,Category_7,World Cup,SF,Category_9,17.554,m,86.52,6.677,28.293,Category_2,0.681
Category_6,32,Category_3,Series,SF,Category_7,18.473,m,35.167,7.126,28.045,Category_4,0.659
Category_5,18,Category_8,Olympic,SF,Category_9,18.072,m,-7.034,4.338,26.591,Category_5,0.694
Category_6,34,Category_3,World Cup,SF,Category_2,18.455,m,-6.328,5.512,24.183,Category_5,0.646
Category_2,19,Category_1,Junior,H,Category_9,16.986,m,5.814,-0.238,29.234,Category_2,0.776
Category_1,23,Category_5,Youth Olympic,SF,Category_9,17.232,m,13.29,5.55,30.539,Category_7,0.671
Category_7,25,Category_2,Junior,SF,Category_9,22.557,m,-21.693,7.37,23.836,Category_8,0.695
Category_7,33,Category_6,Olympic,F,Category_4,13.21,m,41.966,2.532,28.513,Category_2,0.672
Category_2,18,Category_9,Youth Olympic,SF,Category_3,21.178,m,48.114,6.636,25.092,Category_4,0.637
Category_2,20,Category_1,Junior,SF,Category_6,22.549,m,22.5,3.661,27.859,Category_3,0.642
Category_1,20,Category_4,Youth Olympic,H,Category_3,14.824,m,91.141,3.353,23.788,Category_4,0.613
Category_8,22,Category_1,World Championships,H,Category_9,20.104,m,20.229,8.284,28.545,Category_5,0.587
Category_8,29,Category_1,Series,F,Category_3,16.629,m,66.992,4.693,27.774,Category_6,0.707
Category_1,29,Category_8,World Cup,SF,Category_2,25.123,m,-7.223,6.911,28.646,Category_2,0.637
Category_8,30,Category_2,Youth Olympic,SF,Category_8,19.57,m,41.126,-0.038,28.254,Category_6,0.662
Category_9,26,Category_1,World Championships,SF,Category_6,26.516,m,45.426,3.271,27.249,Category_9,0.733
Category_4,24,Category_8,Series,SF,Category_8,25.892,m,12.175,6.528,28.561,Category_8,0.717
Category_1,21,Category_4,Series,SF,Category_7,21.693,m,37.324,5.081,25.869,Category_1,0.671
Category_1,23,Category_3,25m,SF,Category_3,29.287,m,11.884,4.321,28.097,Category_9,0.655
Category_3,30,Category_4,Junior,F,Category_8,13.906,m,23.597,6.263,25.636,Category_2,0.658
Category_5,28,Category_5,25m,SF,Category_1,26.402,m,24.428,2.726,28.205,Category_1,0.763
Category_5,30,Category_1,Olympic,SF,Category_1,19.312,m,-7.731,7.774,26.424,Category_6,0.672
Category_9,30,Category_1,World Championships,SF,Category_8,19.897,m,47.513,4.25,27.908,Category_1,0.799
Category_2,32,Category_3,25m,F,Category_9,18.513,m,49.493,2.764,26.215,Category_6,0.606
